,Unnamed: 0,Основное средство,Инвентарный номер,ОКОФ,Амортизационная группа,Способ начисления амортизации,Дата принятия к учету,Состояние,Срок полезного использования,"Мес. норма износа, %","Износ, %",Балансовая стоимость,Количество,Сумма амортизации,Остаточная стоимость
532,523,Станция рабочая на два рабочих места (друг напротив друга),41013606000538.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
533,524,Станция рабочая на два рабочих места (друг напротив друга),41013606000539.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
534,525,Станция рабочая на два рабочих места (друг напротив друга),41013606000540.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
535,526,Станция рабочая на два рабочих места (друг напротив друга),41013606000541.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
536,527,Станция рабочая на два рабочих места (друг напротив друга),41013606000542.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
537,528,Станция рабочая на два рабочих места (друг напротив друга),41013606000543.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
538,529,Станция рабочая на два рабочих места (друг напротив друга),41013606000544.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
539,530,Станция рабочая на два рабочих места (друг напротив друга),41013606000545.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
540,531,Станция рабочая на два рабочих места (друг напротив друга),41013606000546.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
541,532,Станция рабочая на два рабочих места (друг напротив друга),41013606000547.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
542,533,Станция рабочая на два рабочих места (друг напротив друга),41013606000548.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
543,534,Станция рабочая на два рабочих места (друг напротив друга),41013606000549.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
544,535,Станция рабочая на два рабочих места (друг напротив друга),41013606000550.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
545,536,Станция рабочая на два рабочих места (друг напротив друга),41013606000551.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
546,537,Станция рабочая на два рабочих места (друг напротив друга),41013606000552.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
547,538,Станция рабочая на два рабочих места (друг напротив друга),41013606000553.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
548,539,Станция рабочая на два рабочих места (друг напротив друга),41013606000554.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
549,540,Станция рабочая на два рабочих места (друг напротив друга),41013606000555.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
550,541,Станция рабочая на два рабочих места (друг напротив друга),41013606000556.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
551,542,Станция рабочая на два рабочих места (друг напротив друга),41013606000557.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
552,543,Станция рабочая на два рабочих места (друг напротив друга),41013606000558.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
553,544,Станция рабочая на два рабочих места (друг напротив друга),41013606000559.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
554,545,Станция рабочая на два рабочих места (друг напротив друга),41013606000560.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
555,546,Станция рабочая на два рабочих места (друг напротив друга),41013606000561.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
556,547,Станция рабочая на два рабочих места (друг напротив друга),41013606000562.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
557,548,Станция рабочая на два рабочих места (друг напротив друга),41013606000563.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
558,549,Станция рабочая на два рабочих места (друг напротив друга),41013606000564.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
559,550,Станция рабочая на два рабочих места (друг напротив друга),41013606000565.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
560,551,Станция рабочая на два рабочих места (друг напротив друга),41013606000566.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
561,552,Станция рабочая на два рабочих места (друг напротив друга),41013606000567.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
562,553,Станция рабочая на два рабочих места (друг напротив друга),41013606000568.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
563,554,Станция рабочая на два рабочих места (друг напротив друга),41013606000569.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
564,555,Станция рабочая на два рабочих места (друг напротив друга),41013606000570.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
565,556,Станция рабочая на два рабочих места (друг напротив друга),41013606000571.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
566,557,Станция рабочая на два рабочих места (друг напротив друга),41013606000572.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
567,558,Станция рабочая на два рабочих места (друг напротив друга),41013606000573.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
568,559,Станция рабочая на два рабочих места (друг напротив друга),41013606000574.,330.31.01.1,6.0,,10.11.2017,Введено в эксплуатацию,,-,-,12472.5,1.0,0.0,12472.5
569,560,Полка навесная,11013606002794,330.31.01.12,6.0,,18.02.2020,Введено в эксплуатацию,,-,-,3012.9,1.0,0.0,3012.9
570,561,Полка навесная,11013606002795,330.31.01.12,6.0,,18.02.2020,Введено в эксплуатацию,,-,-,3012.9,1.0,0.0,3012.9
571,562,Полка навесная,11013606002796,330.31.01.12,6.0,,18.02.2020,Введено в эксплуатацию,,-,-,3012.9,1.0,0.0,3012.9
572,563,Полка навесная,11013606002797,330.31.01.12,6.0,,18.02.2020,Введено в эксплуатацию,,-,-,3012.9,1.0,0.0,3012.9
573,564,Полка навесная,11013606002798,330.31.01.12,6.0,,18.02.2020,Введено в эксплуатацию,,-,-,3012.9,1.0,0.0,3012.9
574,565,Полка навесная,11013606002799,330.31.01.12,6.0,,18.02.2020,Введено в эксплуатацию,,-,-,3012.9,1.0,0.0,3012.9
575,566,Детектор металла Bosch GMS 120 PROF (0601081000),11013603000121,330.26.51.53,3.0,,11.11.2019,Введено в эксплуатацию,,-,-,6146.4,1.0,0.0,6146.4
576,567,Платформенная тележка ТП 4,11013604000041,310.30.99.10.000,4.0,,13.11.2019,Введено в эксплуатацию,,-,-,5673.49,1.0,0.0,5673.49
577,568,Платформенная тележка ТП 4,11013604000042,310.30.99.10.000,4.0,,13.11.2019,Введено в эксплуатацию,,-,-,5673.49,1.0,0.0,5673.49
578,569,Платформенная тележка ТП 4,11013604000043,310.30.99.10.000,4.0,,13.11.2019,Введено в эксплуатацию,,-,-,5673.49,1.0,0.0,5673.49
579,570,Складная тележка FF-S,11013604000044,310.30.99.10.000,4.0,,13.11.2019,Введено в эксплуатацию,,-,-,6069.5,1.0,0.0,6069.5
580,571,Складная тележка FF-S,11013604000045,310.30.99.10.000,4.0,,13.11.2019,Введено в эксплуатацию,,-,-,6069.5,1.0,0.0,6069.5
581,572,Складная тележка FF-S,11013604000046,310.30.99.10.000,4.0,,13.11.2019,Введено в эксплуатацию,,-,-,6069.5,1.0,0.0,6069.5
582,573,Складная тележка FF-S,11013604000047,310.30.99.10.000,4.0,,13.11.2019,Введено в эксплуатацию,,-,-,6069.5,1.0,0.0,6069.5
583,574,"Стол рабочий ДПС ,длина 1.4 м",11013606001754,330.31.01.12,6.0,,06.11.2019,Введено в эксплуатацию,,-,-,2600.0,1.0,0.0,2600.0
584,575,"Стол рабочий ДПС ,длина 1.4 м",11013606001755,330.31.01.12,6.0,,06.11.2019,Введено в эксплуатацию,,-,-,2600.0,1.0,0.0,2600.0
585,576,"Стол рабочий ДПС ,длина 1.4 м",11013606001756,330.31.01.12,6.0,,06.11.2019,Введено в эксплуатацию,,-,-,2600.0,1.0,0.0,2600.0
586,577,"Стол рабочий ДПС ,длина 1.4 м",11013606001757,330.31.01.12,6.0,,06.11.2019,Введено в эксплуатацию,,-,-,2600.0,1.0,0.0,2600.0
587,578,"Стол рабочий ДПС ,длина 1.4 м",11013606001758,330.31.01.12,6.0,,06.11.2019,Введено в эксплуатацию,,-,-,2600.0,1.0,0.0,2600.0
588,579,"Стол рабочий ДПС ,длина 1.4 м",11013606001759,330.31.01.12,6.0,,06.11.2019,Введено в эксплуатацию,,-,-,2600.0,1.0,0.0,2600.0
589,580,"Стол рабочий ДПС ,длина 1.4 м",11013606001760,330.31.01.12,6.0,,06.11.2019,Введено в эксплуатацию,,-,-,2600.0,1.0,0.0,2600.0
590,581,"Стол рабочий ДПС ,длина 1.4 м",11013606001761,330.31.01.12,6.0,,06.11.2019,Введено в эксплуатацию,,-,-,2600.0,1.0,0.0,2600.0
591,582,"Стол рабочий ДПС ,длина 1.4 м",11013606001762,330.31.01.12,6.0,,06.11.2019,Введено в эксплуатацию,,-,-,2600.0,1.0,0.0,2600.0
592,583,"Стол рабочий ДПС ,длина 1.4 м",11013606001763,330.31.01.12,6.0,,06.11.2019,Введено в эксплуатацию,,-,-,2600.0,1.0,0.0,2600.0
593,584,"Стол рабочий ДПС ,длина 1.4 м",11013606001764,330.31.01.12,6.0,,06.11.2019,Введено в эксплуатацию,,-,-,2600.0,1.0,0.0,2600.0
594,585,"Стол рабочий ДПС ,длина 1.4 м",11013606001765,330.31.01.12,6.0,,06.11.2019,Введено в эксплуатацию,,-,-,2600.0,1.0,0.0,2600.0
595,586,"Стол рабочий ДПС ,длина 1.4 м",11013606001766,330.31.01.12,6.0,,06.11.2019,Введено в эксплуатацию,,-,-,2600.0,1.0,0.0,2600.0
596,587,"Стол рабочий ДПС ,длина 1.4 м",11013606001767,330.31.01.12,6.0,,06.11.2019,Введено в эксплуатацию,,-,-,2600.0,1.0,0.0,2600.0
597,588,"Стол рабочий ДПС ,длина 1.4 м",11013606001768,330.31.01.12,6.0,,06.11.2019,Введено в эксплуатацию,,-,-,2600.0,1.0,0.0,2600.0
598,589,"Стол рабочий ДПС ,длина 1.4 м",11013606001769,330.31.01.12,6.0,,06.11.2019,Введено в эксплуатацию,,-,-,2600.0,1.0,0.0,2600.0
599,590,"Подставка передвижная для рециркуляторов "" Бриз""",11013606003639,330.26.60.13,6.0,,11.11.2020,Введено в эксплуатацию,,-,-,1930.5,1.0,0.0,1930.5
600,591,"Подставка передвижная для рециркуляторов "" Бриз""",11013606003640,330.26.60.13,6.0,,11.11.2020,Введено в эксплуатацию,,-,-,1930.5,1.0,0.0,1930.5
601,592,"Подставка передвижная для рециркуляторов "" Бриз""",11013606003641,330.26.60.13,6.0,,11.11.2020,Введено в эксплуатацию,,-,-,1930.5,1.0,0.0,1930.5
602,593,"Подставка передвижная для рециркуляторов "" Бриз""",11013606003642,330.26.60.13,6.0,,11.11.2020,Введено в эксплуатацию,,-,-,1930.5,1.0,0.0,1930.5
603,594,"Подставка передвижная для рециркуляторов "" Бриз""",11013606003643,330.26.60.13,6.0,,11.11.2020,Введено в эксплуатацию,,-,-,1930.5,1.0,0.0,1930.5
604,595,"Подставка передвижная для рециркуляторов "" Бриз""",11013606003644,330.26.60.13,6.0,,11.11.2020,Введено в эксплуатацию,,-,-,1930.5,1.0,0.0,1930.5
605,596,"Подставка передвижная для рециркуляторов "" Бриз""",11013606003645,330.26.60.13,6.0,,11.11.2020,Введено в эксплуатацию,,-,-,1930.5,1.0,0.0,1930.5
606,597,"Уничтожитель документов HSM Shredstar X5 бел, 4 ур. секр., блист, 18л",11013602000041,330.28.23.23,2.0,,17.11.2020,Введено в эксплуатацию,,-,-,9504.0,1.0,0.0,9504.0
607,598,"Уничтожитель документов HSM Shredstar X5 бел, 4 ур. секр., блист, 18л",11013602000042,330.28.23.23,2.0,,17.11.2020,Введено в эксплуатацию,,-,-,9504.0,1.0,0.0,9504.0
608,599,Уничтожитель документов HSM Shredstar S10 (6 мм),11013602000039,330.28.23.23,2.0,,17.11.2020,Введено в эксплуатацию,,-,-,9900.0,1.0,0.0,9900.0
609,600,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003962,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
610,601,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003963,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
611,602,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003964,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
612,603,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003965,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
613,604,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003966,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
614,605,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003967,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
615,606,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003968,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
616,607,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003969,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
617,608,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003970,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
618,609,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003971,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
619,610,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003972,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
620,611,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003973,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
621,612,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003974,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
622,613,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003975,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
623,614,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003976,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
624,615,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003977,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
625,616,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003978,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
626,617,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003979,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
627,618,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003980,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
628,619,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003981,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
629,620,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003982,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
630,621,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003983,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
631,622,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003984,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
632,623,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003985,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
633,624,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003986,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
634,625,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003987,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
635,626,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003988,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
636,627,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003989,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
637,628,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003990,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
638,629,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003991,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
639,630,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003992,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
640,631,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003993,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
641,632,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003994,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
642,633,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003995,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
643,634,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003996,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
644,635,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003997,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
645,636,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003998,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
646,637,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606003999,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
647,638,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004000,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
648,639,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004001,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
649,640,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004002,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
650,641,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004003,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
651,642,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004004,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
652,643,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004005,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
653,644,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004006,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
654,645,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004007,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
655,646,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004008,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
656,647,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004009,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
657,648,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004010,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
658,649,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004011,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
659,650,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004012,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
660,651,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004013,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
661,652,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004014,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
662,653,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004015,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
663,654,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004016,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
664,655,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004017,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
665,656,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004018,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
666,657,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004019,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
667,658,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004020,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
668,659,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004021,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
669,660,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004022,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
670,661,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004023,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
671,662,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004024,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
672,663,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004025,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
673,664,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004026,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
674,665,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004027,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
675,666,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004028,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
676,667,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004029,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
677,668,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004030,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
678,669,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004031,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
679,670,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004032,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
680,671,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004033,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
681,672,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004034,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
682,673,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004035,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
683,674,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004036,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
684,675,"Тумба офисная выкатная, каркас из древесины(древесных материалов)",11013606004037,330.31.01.12,6.0,,08.12.2020,Введено в эксплуатацию,,-,-,5153.97,1.0,0.0,5153.97
